MLDM,MLMC,YJXKDM,YJXKMC,ZYDM,ZYMC,YZYDM,XWLX,CC,ZYSZQY,XZ,SINCE,UNTIL,ZYLYDM,ZYQXDM,
12,管理学,1205,图书情报与档案管理,120503,档案学,,xs,a,p,gjbzk,2016,,,,
12,管理学,1205,图书情报与档案管理,1205Z1,商业分析,,xs,,,xxzs,2016,,,,
12,管理学,1251,工商管理,125100,工商管理,,zx,s,m,gjbzk,2016,,,,
12,管理学,1252,公共管理,125200,公共管理,,zx,s,m,gjbzk,2016,,,,
12,管理学,1253,会计,125300,会计,,zx,s,m,gjbzk,2016,,,,
12,管理学,1254,旅游管理,125400,旅游管理,,zx,s,m,gjbzk,2016,,,,
12,管理学,1255,图书情报,125500,图书情报,,zx,s,m,gjbzk,2016,,,,
12,管理学,1256,工程管理,125600,工程管理,,zx,s,m,gjbzk,2016,,,,
13,艺术学,1301,艺术学理论,130100,艺术学理论,,xs,a,p,gjbzk,2016,,,,
13,艺术学,1301,艺术学理论,1301L1,艺术学,,xs,a,p,gjbzk,2016,,,,
13,艺术学,1302,音乐与舞蹈学,130200,音乐与舞蹈学,,xs,a,p,gjbzk,2016,,,,
13,艺术学,1302,音乐与舞蹈学,1302L1,音乐学,,xs,a,p,gjbzk,2016,,,,
13,艺术学,1303,戏剧与影视学,130300,戏剧与影视学,,xs,a,p,gjbzk,2016,,,,
13,艺术学,1303,戏剧与影视学,1303L1,戏剧戏曲学,,xs,a,p,gjbzk,2016,,,,
13,艺术学,1303,戏剧与影视学,1303L2,广播电视艺术学,,xs,a,p,gjbzk,2016,,,,
13,艺术学,1303,戏剧与影视学,1303L3,电影学,,xs,a,p,gjbzk,2016,,,,
13,艺术学,1304,美术学,130400,美术学,,xs,a,p,gjbzk,2016,,,,
13,艺术学,1304,美术学,1304L1,美术学,,xs,a,p,gjbzk,2016,,,,
13,艺术学,1305,设计学,130500,设计学,,xs,a,p,gjbzk,2016,,,,
13,艺术学,1305,设计学,1305L1,设计艺术学,,xs,a,p,gjbzk,2016,,,,
13,艺术,1351,艺术,135100,艺术,,zx,s,p,gjbzk,2016,,,,
13,艺术,1351,艺术,135101,音乐,,zx,s,p,gjbzk,2016,,,,
13,艺术,1351,艺术,135102,戏剧,,zx,s,p,gjbzk,2016,,,,
13,艺术,1351,艺术,135103,戏曲,,zx,s,p,gjbzk,2016,,,,
13,艺术,1351,艺术,135104,电影,,zx,s,p,gjbzk,2016,,,,
13,艺术,1351,艺术,135105,广播电视,,zx,s,p,gjbzk,2016,,,,
13,艺术,1351,艺术,135106,舞蹈,,zx,s,p,gjbzk,2016,,,,
13,艺术,1351,艺术,135107,美术,,zx,s,p,gjbzk,2016,,,,
13,艺术,1351,艺术,135108,艺术设计,,zx,s,p,gjbzk,2016,,,,
