YXDM,YXMC,SSDM,SSMC,BXLXDM,BXLXMC,XZLBDM,XZLBMC,SF211,SF985
13705,成都医学院,51,四川省,12,普通高等学校:本科院校:学院,05,医药院校,否,否
13706,吉林医药学院,22,吉林省,12,普通高等学校:本科院校:学院,05,医药院校,否,否
13707,广东文艺职业学院,44,广东省,14,普通高等学校:专科院校:高等职业学校,11,艺术院校,否,否
13708,广州体育职业技术学院,44,广东省,14,普通高等学校:专科院校:高等职业学校,10,体育院校,否,否
13709,广州工程技术职业学院,44,广东省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
13710,中山火炬职业技术学院,44,广东省,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
13711,江门职业技术学院,44,广东省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
13712,茂名职业技术学院,44,广东省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
13713,珠海城市职业技术学院,44,广东省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
13714,广州工商学院,44,广东省,32,民办高等学校,01,综合院校,否,否
13715,广州涉外经济职业技术学院,44,广东省,32,民办高等学校,01,综合院校,否,否
13716,广州南洋理工职业学院,44,广东省,32,民办高等学校,01,综合院校,否,否
13717,广州科技职业技术学院,44,广东省,32,民办高等学校,01,综合院校,否,否
13718,惠州经济职业技术学院,44,广东省,32,民办高等学校,08,财经院校,否,否
13719,广东科技学院,44,广东省,32,民办高等学校,01,综合院校,否,否
13720,广东理工学院,44,广东省,32,民办高等学校,02,工科院校,否,否
13721,广东工商职业学院,44,广东省,32,民办高等学校,01,综合院校,否,否
13726,新疆现代职业技术学院,65,新疆维吾尔自治区,32,民办高等学校,02,工科院校,否,否
13727,新疆天山职业技术学院,65,新疆维吾尔自治区,32,民办高等学校,02,工科院校,否,否
13728,北京培黎职业学院,11,北京市,32,民办高等学校,07,语言院校,否,否
13729,黑龙江旅游职业技术学院,23,黑龙江省,14,普通高等学校:专科院校:高等职业学校,08,财经院校,否,否
13730,黑龙江三江美术职业学院,23,黑龙江省,32,民办高等学校,11,艺术院校,否,否
13731,黑龙江生态工程职业学院,23,黑龙江省,14,普通高等学校:专科院校:高等职业学校,04,林业院校,否,否
13732,黑龙江煤炭职业技术学院,23,黑龙江省,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
13733,福建警官职业学院,35,福建省,14,普通高等学校:专科院校:高等职业学校,09,政法院校,否,否
13734,重庆城市职业学院,50,重庆市,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
13735,重庆水利电力职业技术学院,50,重庆市,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
13736,陕西邮电职业技术学院,61,陕西省,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
13737,西安海棠职业学院,61,陕西省,32,民办高等学校,02,工科院校,否,否
13738,西安汽车科技职业学院,61,陕西省,32,民办高等学校,02,工科院校,否,否
13739,西安东方亚太职业技术学院,61,陕西省,32,民办高等学校,02,工科院校,否,否
13740,通辽职业学院,15,内蒙古自治区,14,普通高等学校:专科院校:高等职业学校,06,师范院校,否,否
13741,科尔沁艺术职业学院,15,内蒙古自治区,14,普通高等学校:专科院校:高等职业学校,11,艺术院校,否,否
13742,宁波卫生职业技术学院,33,浙江省,14,普通高等学校:专科院校:高等职业学校,05,医药院校,否,否
13743,白城医学高等专科学校,22,吉林省,13,普通高等学校:专科院校:高等专科学校,05,医药院校,否,否
13744,黑河学院,23,黑龙江省,12,普通高等学校:本科院校:学院,01,综合院校,否,否
13745,山西电力职业技术学院,14,山西省,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
13746,台州科技职业学院,33,浙江省,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
13747,上海电影艺术职业学院,31,上海市,32,民办高等学校,11,艺术院校,否,否
13748,无锡城市职业技术学院,32,江苏省,14,普通高等学校:专科院校:高等职业学校,08,财经院校,否,否
13749,无锡工艺职业技术学院,32,江苏省,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
13750,金山职业技术学院,32,江苏省,32,民办高等学校,02,工科院校,否,否
13751,苏州健雄职业技术学院,32,江苏省,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
13752,盐城工业职业技术学院,32,江苏省,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
13753,江苏财经职业技术学院,32,江苏省,14,普通高等学校:专科院校:高等职业学校,08,财经院校,否,否
13754,扬州工业职业技术学院,32,江苏省,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
13756,云南国防工业职业技术学院,53,云南省,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
13757,云南机电职业技术学院,53,云南省,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
13758,云南林业职业技术学院,53,云南省,14,普通高等学校:专科院校:高等职业学校,04,林业院校,否,否
13759,云南城市建设职业学院,53,云南省,32,民办高等学校,01,综合院校,否,否
13760,马鞍山师范高等专科学校,34,安徽省,13,普通高等学校:专科院校:高等专科学校,06,师范院校,否,否
13761,云南工程职业学院,53,云南省,32,民办高等学校,01,综合院校,否,否
13762,福州外语外贸学院,35,福建省,32,民办高等学校,08,财经院校,否,否
13763,福建江夏学院,35,福建省,12,普通高等学校:本科院校:学院,08,财经院校,否,否
13764,闽北职业技术学院,35,福建省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
13765,福州黎明职业技术学院,35,福建省,32,民办高等学校,02,工科院校,否,否
13766,泉州信息工程学院,35,福建省,32,民办高等学校,02,工科院校,否,否
13767,厦门演艺职业学院,35,福建省,32,民办高等学校,11,艺术院校,否,否
13768,厦门华天涉外职业技术学院,35,福建省,32,民办高等学校,01,综合院校,否,否
13769,福州科技职业技术学院,35,福建省,32,民办高等学校,01,综合院校,否,否
13770,泉州经贸职业技术学院,35,福建省,14,普通高等学校:专科院校:高等职业学校,08,财经院校,否,否
13771,福建对外经济贸易职业技术学院,35,福建省,14,普通高等学校:专科院校:高等职业学校,08,财经院校,否,否
13772,湄洲湾职业技术学院,35,福建省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
13773,福州理工学院,35,福建省,32,民办高等学校,02,工科院校,否,否
13774,南昌师范高等专科学校,36,江西省,13,普通高等学校:专科院校:高等专科学校,06,师范院校,否,否
13775,江西中医药高等专科学校,36,江西省,13,普通高等学校:专科院校:高等专科学校,05,医药院校,否,否
13776,江西先锋软件职业技术学院,36,江西省,32,民办高等学校,02,工科院校,否,否
13777,淄博师范高等专科学校,37,山东省,13,普通高等学校:专科院校:高等专科学校,06,师范院校,否,否
13778,山东中医药高等专科学校,37,山东省,13,普通高等学校:专科院校:高等专科学校,05,医药院校,否,否
13779,沧州医学高等专科学校,13,河北省,13,普通高等学校:专科院校:高等专科学校,05,医药院校,否,否
13780,漯河医学高等专科学校,41,河南省,13,普通高等学校:专科院校:高等专科学校,05,医药院校,否,否
13781,南阳医学高等专科学校,41,河南省,13,普通高等学校:专科院校:高等专科学校,05,医药院校,否,否
13782,商丘医学高等专科学校,41,河南省,13,普通高等学校:专科院校:高等专科学校,05,医药院校,否,否
13783,郑州电子信息职业技术学院,41,河南省,32,民办高等学校,02,工科院校,否,否
13784,信阳职业技术学院,41,河南省,14,普通高等学校:专科院校:高等职业学校,06,师范院校,否,否
13785,嵩山少林武术职业学院,41,河南省,32,民办高等学校,10,体育院校,否,否
13786,郑州工业安全职业学院,41,河南省,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
13787,永城职业学院,41,河南省,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
13788,河南经贸职业学院,41,河南省,14,普通高等学校:专科院校:高等职业学校,08,财经院校,否,否
13789,河南交通职业技术学院,41,河南省,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
13790,河南农业职业学院,41,河南省,14,普通高等学校:专科院校:高等职业学校,03,农业院校,否,否
13791,郑州旅游职业学院,41,河南省,14,普通高等学校:专科院校:高等职业学校,08,财经院校,否,否
13792,郑州职业技术学院,41,河南省,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
13793,江汉艺术职业学院,42,湖北省,14,普通高等学校:专科院校:高等职业学校,11,艺术院校,否,否
13795,武汉工业职业技术学院,42,湖北省,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
13796,武汉民政职业学院,42,湖北省,14,普通高等学校:专科院校:高等职业学校,09,政法院校,否,否
13797,鄂东职业技术学院,42,湖北省,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
13798,湖北财税职业学院,42,湖北省,14,普通高等学校:专科院校:高等职业学校,08,财经院校,否,否
13799,黄冈科技职业学院,42,湖北省,32,民办高等学校,02,工科院校,否,否
13800,湖北国土资源职业学院,42,湖北省,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
13801,湖北生态工程职业技术学院,42,湖北省,14,普通高等学校:专科院校:高等职业学校,04,林业院校,否,否
13802,湖南中医药高等专科学校,43,湖南省,13,普通高等学校:专科院校:高等专科学校,05,医药院校,否,否
13804,湖南民族职业学院,43,湖南省,14,普通高等学校:专科院校:高等职业学校,12,民族院校,否,否
13805,湘西民族职业技术学院,43,湖南省,14,普通高等学校:专科院校:高等职业学校,12,民族院校,否,否
13806,长沙师范学院,43,湖南省,12,普通高等学校:本科院校:学院,06,师范院校,否,否
13807,湖南财经工业职业技术学院,43,湖南省,14,普通高等学校:专科院校:高等职业学校,08,财经院校,否,否
13808,益阳职业技术学院,43,湖南省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
13809,湖南应用技术学院,43,湖南省,32,民办高等学校,01,综合院校,否,否
13810,肇庆医学高等专科学校,44,广东省,13,普通高等学校:专科院校:高等专科学校,05,医药院校,否,否
13811,琼台师范学院,46,海南省,12,普通高等学校:本科院校:学院,06,师范院校,否,否
13812,四川商务职业学院,51,四川省,14,普通高等学校:专科院校:高等职业学校,08,财经院校,否,否
13813,四川司法警官职业学院,51,四川省,14,普通高等学校:专科院校:高等职业学校,09,政法院校,否,否
13814,广安职业技术学院,51,四川省,14,普通高等学校:专科院校:高等职业学校,06,师范院校,否,否
13815,四川信息职业技术学院,51,四川省,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
13816,四川工业科技学院,51,四川省,32,民办高等学校,01,综合院校,否,否
13817,黔西南民族职业技术学院,52,贵州省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
13818,贵州轻工职业技术学院,52,贵州省,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
13819,陕西警官职业学院,61,陕西省,14,普通高等学校:专科院校:高等职业学校,09,政法院校,否,否
13820,银川能源学院,64,宁夏回族自治区,32,民办高等学校,01,综合院校,否,否
13821,忻州职业技术学院,14,山西省,14,普通高等学校:专科院校:高等职业学校,08,财经院校,否,否
13822,河北女子职业技术学院,13,河北省,14,普通高等学校:专科院校:高等职业学校,07,语言院校,否,否
13824,内蒙古交通职业技术学院,15,内蒙古自治区,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
13827,广西经贸职业技术学院,45,广西壮族自治区,14,普通高等学校:专科院校:高等职业学校,08,财经院校,否,否
13828,广西工商职业技术学院,45,广西壮族自治区,14,普通高等学校:专科院校:高等职业学校,08,财经院校,否,否
13829,广西演艺职业学院,45,广西壮族自治区,32,民办高等学校,11,艺术院校,否,否
13830,广西外国语学院,45,广西壮族自治区,32,民办高等学校,01,综合院校,否,否
13831,广西电力职业技术学院,45,广西壮族自治区,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
13836,湖南信息学院,43,湖南省,32,民办高等学校,02,工科院校,否,否
13842,南京理工大学泰州科技学院,32,江苏省,22,独立学院,02,工科院校,否,否
13843,南京师范大学泰州学院,32,江苏省,22,独立学院,06,师范院校,否,否
13844,东莞理工学院城市学院,44,广东省,22,独立学院,02,工科院校,否,否
13845,安徽财贸职业学院,34,安徽省,14,普通高等学校:专科院校:高等职业学校,08,财经院校,否,否
13846,安徽国际商务职业学院,34,安徽省,14,普通高等学校:专科院校:高等职业学校,08,财经院校,否,否
13847,安徽公安职业学院,34,安徽省,14,普通高等学校:专科院校:高等职业学校,09,政法院校,否,否
13848,安徽林业职业技术学院,34,安徽省,14,普通高等学校:专科院校:高等职业学校,04,林业院校,否,否
13849,安徽审计职业学院,34,安徽省,14,普通高等学校:专科院校:高等职业学校,08,财经院校,否,否
13850,安徽新闻出版职业技术学院,34,安徽省,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
13851,安徽邮电职业技术学院,34,安徽省,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
13852,安徽工业职业技术学院,34,安徽省,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
13853,浙江国际海运职业技术学院,33,浙江省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
13854,浙江体育职业技术学院,33,浙江省,14,普通高等学校:专科院校:高等职业学校,10,体育院校,否,否
13855,济南工程职业技术学院,37,山东省,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
13856,山东电子职业技术学院,37,山东省,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
13857,山东华宇工学院,37,山东省,32,民办高等学校,02,工科院校,否,否
13858,山东旅游职业学院,37,山东省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
13859,山东铝业职业学院,37,山东省,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
13860,山东杏林科技职业学院,37,山东省,32,民办高等学校,01,综合院校,否,否
13861,泰山职业技术学院,37,山东省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
13862,山西同文职业技术学院,14,山西省,32,民办高等学校,07,语言院校,否,否
13863,天津铁道职业技术学院,12,天津市,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
13864,包头钢铁职业技术学院,15,内蒙古自治区,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
13866,江西经济管理职业学院,36,江西省,14,普通高等学校:专科院校:高等职业学校,08,财经院校,否,否
13867,江西制造职业技术学院,36,江西省,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
13868,江西工程职业学院,36,江西省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
13869,江西青年职业学院,36,江西省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
13870,上饶职业技术学院,36,江西省,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
13871,江西航空职业技术学院,36,江西省,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
13872,江西农业工程职业学院,36,江西省,14,普通高等学校:专科院校:高等职业学校,03,农业院校,否,否
13873,赣西科技职业学院,36,江西省,32,民办高等学校,01,综合院校,否,否
13874,山东外事翻译职业学院,37,山东省,32,民办高等学校,01,综合院校,否,否
13875,海南经贸职业技术学院,46,海南省,14,普通高等学校:专科院校:高等职业学校,08,财经院校,否,否
13876,海南工商职业学院,46,海南省,32,民办高等学校,02,工科院校,否,否
13885,河南信息统计职业学院,41,河南省,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
13889,河南林业职业学院,41,河南省,14,普通高等学校:专科院校:高等职业学校,04,林业院校,否,否
13890,北京航空航天大学北海学院,45,广西壮族自治区,22,独立学院,01,综合院校,否,否
13891,中国地质大学长城学院,13,河北省,22,独立学院,01,综合院校,否,否
13892,三亚学院,46,海南省,32,民办高等学校,01,综合院校,否,否
13893,上海师范大学天华学院,31,上海市,22,独立学院,01,综合院校,否,否
13894,西北工业大学明德学院,61,陕西省,22,独立学院,01,综合院校,否,否
13895,燕京理工学院,13,河北省,32,民办高等学校,01,综合院校,否,否
13896,天津师范大学津沽学院,12,天津市,22,独立学院,01,综合院校,否,否
13897,天津理工大学中环信息学院,12,天津市,22,独立学院,01,综合院校,否,否
13898,北京科技大学天津学院,12,天津市,22,独立学院,01,综合院校,否,否
13899,北京中医药大学东方学院,13,河北省,22,独立学院,01,综合院校,否,否
13900,辽宁财贸学院,21,辽宁省,32,民办高等学校,01,综合院校,否,否
13901,北京邮电大学世纪学院,11,北京市,22,独立学院,01,综合院校,否,否
13902,中山大学新华学院,44,广东省,22,独立学院,01,综合院校,否,否
13903,四川大学锦城学院,51,四川省,22,独立学院,01,综合院校,否,否
13904,北京工业大学耿丹学院,11,北京市,22,独立学院,01,综合院校,否,否
13905,南京工业大学浦江学院,32,江苏省,22,独立学院,01,综合院校,否,否
13906,南京师范大学中北学院,32,江苏省,22,独立学院,01,综合院校,否,否
13907,上海中华职业技术学院,31,上海市,32,民办高等学校,02,工科院校,否,否
13909,云南工商学院,53,云南省,32,民办高等学校,01,综合院校,否,否
13911,天津工艺美术职业学院,12,天津市,14,普通高等学校:专科院校:高等职业学校,11,艺术院校,否,否
13912,广州现代信息工程职业技术学院,44,广东省,32,民办高等学校,02,工科院校,否,否
13913,晋中职业技术学院,14,山西省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
13914,山西华澳商贸职业学院,14,山西省,32,民办高等学校,08,财经院校,否,否
13915,乌海职业技术学院,15,内蒙古自治区,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
13916,长春信息技术职业学院,22,吉林省,32,民办高等学校,02,工科院校,否,否
13917,松原职业技术学院,22,吉林省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
13918,七台河职业学院,23,黑龙江省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
13919,广东理工职业学院,44,广东省,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
13920,广西城市职业学院,45,广西壮族自治区,32,民办高等学校,01,综合院校,否,否
13921,湖南工艺美术职业学院,43,湖南省,14,普通高等学校:专科院校:高等职业学校,11,艺术院校,否,否
13922,湖南九嶷职业技术学院,43,湖南省,32,民办高等学校,01,综合院校,否,否
13923,湖南理工职业技术学院,43,湖南省,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
13924,湖南交通工程学院,43,湖南省,32,民办高等学校,08,财经院校,否,否
13925,湖南软件职业学院,43,湖南省,32,民办高等学校,02,工科院校,否,否
13926,新疆交通职业技术学院,65,新疆维吾尔自治区,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
13927,广州华南商贸职业学院,44,广东省,32,民办高等学校,08,财经院校,否,否
13928,广州华立科技职业学院,44,广东省,32,民办高等学校,02,工科院校,否,否
13929,广州城市职业学院,44,广东省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
13930,广东工程职业技术学院,44,广东省,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
13931,三亚航空旅游职业学院,46,海南省,32,民办高等学校,01,综合院校,否,否
13932,陕西经济管理职业技术学院,61,陕西省,14,普通高等学校:专科院校:高等职业学校,08,财经院校,否,否
13933,兰州资源环境职业技术学院,62,甘肃省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
13934,山西运城农业职业技术学院,14,山西省,14,普通高等学校:专科院校:高等职业学校,03,农业院校,否,否
13935,黑龙江民族职业学院,23,黑龙江省,14,普通高等学校:专科院校:高等职业学校,12,民族院校,否,否
13936,河南工业贸易职业学院,41,河南省,14,普通高等学校:专科院校:高等职业学校,08,财经院校,否,否
13937,湖南汽车工程职业学院,43,湖南省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
13938,长沙电力职业技术学院,43,湖南省,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
13939,湖南水利水电职业技术学院,43,湖南省,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
13940,湖南现代物流职业技术学院,43,湖南省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
13941,湖南高速铁路职业技术学院,43,湖南省,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
13942,湖南铁路科技职业技术学院,43,湖南省,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
13943,广州铁路职业技术学院,44,广东省,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
13945,西安铁路职业技术学院,61,陕西省,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
13946,咸阳职业技术学院,61,陕西省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
13947,西安职业技术学院,61,陕西省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
13948,商洛职业技术学院,61,陕西省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
13949,汉中职业技术学院,61,陕西省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
13950,延安职业技术学院,61,陕西省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
13951,渭南职业技术学院,61,陕西省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
13952,安康职业技术学院,61,陕西省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
13953,铜川职业技术学院,61,陕西省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
13954,甘肃农业职业技术学院,62,甘肃省,14,普通高等学校:专科院校:高等职业学校,03,农业院校,否,否
13955,甘肃畜牧工程职业技术学院,62,甘肃省,14,普通高等学校:专科院校:高等职业学校,03,农业院校,否,否
13956,新疆石河子职业技术学院,65,新疆维吾尔自治区,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
13957,辽宁传媒学院,21,辽宁省,32,民办高等学校,11,艺术院校,否,否
13958,大连软件职业学院,21,辽宁省,32,民办高等学校,02,工科院校,否,否
13959,大连翻译职业学院,21,辽宁省,32,民办高等学校,07,语言院校,否,否
13960,辽宁商贸职业学院,21,辽宁省,14,普通高等学校:专科院校:高等职业学校,08,财经院校,否,否
13961,大连枫叶职业技术学院,21,辽宁省,32,民办高等学校,01,综合院校,否,否
13962,苏州港大思培科技职业学院,32,江苏省,32,民办高等学校,01,综合院校,否,否
13963,昆山登云科技职业学院,32,江苏省,32,民办高等学校,02,工科院校,否,否
13964,南京视觉艺术职业学院,32,江苏省,32,民办高等学校,11,艺术院校,否,否
13965,江西卫生职业学院,36,江西省,14,普通高等学校:专科院校:高等职业学校,05,医药院校,否,否
13966,山东药品食品职业学院,37,山东省,14,普通高等学校:专科院校:高等职业学校,05,医药院校,否,否
13967,重庆工商职业学院,50,重庆市,14,普通高等学校:专科院校:高等职业学校,08,财经院校,否,否
13968,重庆应用技术职业学院,50,重庆市,32,民办高等学校,01,综合院校,否,否
13969,福建生物工程职业技术学院,35,福建省,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
13970,福建艺术职业学院,35,福建省,14,普通高等学校:专科院校:高等职业学校,11,艺术院校,否,否
13972,福建幼儿师范高等专科学校,35,福建省,13,普通高等学校:专科院校:高等专科学校,06,师范院校,否,否
13973,厦门城市职业学院,35,福建省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
13975,泉州工艺美术职业学院,35,福建省,14,普通高等学校:专科院校:高等职业学校,11,艺术院校,否,否
13976,三明职业技术学院,35,福建省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
13977,宁德职业技术学院,35,福建省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
13978,福州软件职业技术学院,35,福建省,32,民办高等学校,02,工科院校,否,否
13979,厦门兴才职业技术学院,35,福建省,32,民办高等学校,01,综合院校,否,否
13980,南京医科大学康达学院,32,江苏省,22,独立学院,01,综合院校,否,否
13981,南京中医药大学翰林学院,32,江苏省,22,独立学院,01,综合院校,否,否
13982,南京信息工程大学滨江学院,32,江苏省,22,独立学院,01,综合院校,否,否
13983,苏州大学文正学院,32,江苏省,22,独立学院,01,综合院校,否,否
13984,苏州大学应用技术学院,32,江苏省,22,独立学院,01,综合院校,否,否
13985,苏州科技大学天平学院,32,江苏省,22,独立学院,01,综合院校,否,否
13986,江苏大学京江学院,32,江苏省,22,独立学院,01,综合院校,否,否
13987,扬州大学广陵学院,32,江苏省,22,独立学院,01,综合院校,否,否
13988,江苏师范大学科文学院,32,江苏省,22,独立学院,01,综合院校,否,否
13989,南京邮电大学通达学院,32,江苏省,22,独立学院,01,综合院校,否,否
13990,南京财经大学红山学院,32,江苏省,22,独立学院,01,综合院校,否,否
13991,江苏科技大学苏州理工学院,32,江苏省,22,独立学院,01,综合院校,否,否
13992,常州大学怀德学院,32,江苏省,22,独立学院,01,综合院校,否,否
13993,南通大学杏林学院,32,江苏省,22,独立学院,01,综合院校,否,否
13994,南京审计大学金审学院,32,江苏省,22,独立学院,01,综合院校,否,否
13995,青岛工学院,37,山东省,32,民办高等学校,01,综合院校,否,否
13997,青岛农业大学海都学院,37,山东省,22,独立学院,01,综合院校,否,否
13998,齐鲁理工学院,37,山东省,32,民办高等学校,02,工科院校,否,否
13999,山东财经大学东方学院,37,山东省,22,独立学院,01,综合院校,否,否
14000,江苏城市职业学院,32,江苏省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
14001,南京城市职业学院,32,江苏省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
14002,济南大学泉城学院,37,山东省,22,独立学院,01,综合院校,否,否
14003,商丘学院,41,河南省,32,民办高等学校,01,综合院校,否,否
14004,四川文化传媒职业学院,51,四川省,32,民办高等学校,11,艺术院校,否,否
14005,四川华新现代职业学院,51,四川省,32,民办高等学校,01,综合院校,否,否
14006,四川管理职业学院,51,四川省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
14007,四川艺术职业学院,51,四川省,14,普通高等学校:专科院校:高等职业学校,11,艺术院校,否,否
14008,重庆三峡医药高等专科学校,50,重庆市,13,普通高等学校:专科院校:高等专科学校,05,医药院校,否,否
14009,重庆医药高等专科学校,50,重庆市,13,普通高等学校:专科院校:高等专科学校,05,医药院校,否,否
14010,四川中医药高等专科学校,51,四川省,13,普通高等学校:专科院校:高等专科学校,05,医药院校,否,否
14011,遵义医药高等专科学校,52,贵州省,13,普通高等学校:专科院校:高等专科学校,05,医药院校,否,否
14012,曲靖医学高等专科学校,53,云南省,13,普通高等学校:专科院校:高等专科学校,05,医药院校,否,否
14013,楚雄医药高等专科学校,53,云南省,13,普通高等学校:专科院校:高等专科学校,05,医药院校,否,否
14014,保山中医药高等专科学校,53,云南省,13,普通高等学校:专科院校:高等专科学校,05,医药院校,否,否
14015,丽江师范高等专科学校,53,云南省,13,普通高等学校:专科院校:高等专科学校,06,师范院校,否,否
14016,德宏师范高等专科学校,53,云南省,13,普通高等学校:专科院校:高等专科学校,06,师范院校,否,否
14017,大庆医学高等专科学校,23,黑龙江省,13,普通高等学校:专科院校:高等专科学校,05,医药院校,否,否
14020,天津城市建设管理职业技术学院,12,天津市,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
14021,天津生物工程职业技术学院,12,天津市,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
14022,天津海运职业学院,12,天津市,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
14025,湖南安全技术职业学院,43,湖南省,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
14026,广西英华国际职业学院,45,广西壮族自治区,32,民办高等学校,01,综合院校,否,否
14029,陕西工商职业学院,61,陕西省,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
14030,陕西电子科技职业学院,61,陕西省,32,民办高等学校,02,工科院校,否,否
14031,陕西旅游烹饪职业学院,61,陕西省,32,民办高等学校,01,综合院校,否,否
14032,云南新兴职业学院,53,云南省,32,民办高等学校,01,综合院校,否,否
14034,长安大学兴华学院,61,陕西省,22,独立学院,01,综合院校,否,否
14035,武汉设计工程学院,42,湖北省,32,民办高等学校,01,综合院校,否,否
14036,同济大学同科学院,31,上海市,22,独立学院,01,综合院校,否,否
14037,西南财经大学天府学院,51,四川省,22,独立学院,08,财经院校,否,否
14038,天津大学仁爱学院,12,天津市,22,独立学院,01,综合院校,否,否
