YXDM,YXMC,SSDM,SSMC,BXLXDM,BXLXMC,XZLBDM,XZLBMC,SF211,SF985
10001,北京大学,11,北京市,11,普通高等学校:本科院校:大学,01,综合院校,是,是
10002,中国人民大学,11,北京市,11,普通高等学校:本科院校:大学,01,综合院校,是,是
10003,清华大学,11,北京市,11,普通高等学校:本科院校:大学,02,工科院校,是,是
10004,北京交通大学,11,北京市,11,普通高等学校:本科院校:大学,02,工科院校,是,否
10005,北京工业大学,11,北京市,11,普通高等学校:本科院校:大学,02,工科院校,是,否
10006,北京航空航天大学,11,北京市,11,普通高等学校:本科院校:大学,02,工科院校,是,是
10007,北京理工大学,11,北京市,11,普通高等学校:本科院校:大学,02,工科院校,是,是
10008,北京科技大学,11,北京市,11,普通高等学校:本科院校:大学,02,工科院校,是,否
10009,北方工业大学,11,北京市,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10010,北京化工大学,11,北京市,11,普通高等学校:本科院校:大学,02,工科院校,是,否
10011,北京工商大学,11,北京市,11,普通高等学校:本科院校:大学,08,财经院校,否,否
10012,北京服装学院,11,北京市,12,普通高等学校:本科院校:学院,02,工科院校,否,否
10013,北京邮电大学,11,北京市,11,普通高等学校:本科院校:大学,02,工科院校,是,否
10015,北京印刷学院,11,北京市,12,普通高等学校:本科院校:学院,02,工科院校,否,否
10016,北京建筑大学,11,北京市,11,普通高等学校:本科院校:大学,01,综合院校,否,否
10017,北京石油化工学院,11,北京市,12,普通高等学校:本科院校:学院,02,工科院校,否,否
10018,北京电子科技学院,11,北京市,12,普通高等学校:本科院校:学院,02,工科院校,否,否
10019,中国农业大学,11,北京市,11,普通高等学校:本科院校:大学,03,农业院校,是,是
10020,北京农学院,11,北京市,12,普通高等学校:本科院校:学院,03,农业院校,否,否
10022,北京林业大学,11,北京市,11,普通高等学校:本科院校:大学,04,林业院校,是,否
10023,北京协和医学院(清华大学医学部),11,北京市,11,普通高等学校:本科院校:大学,05,医药院校,否,否
10025,首都医科大学,11,北京市,11,普通高等学校:本科院校:大学,05,医药院校,否,否
10026,北京中医药大学,11,北京市,11,普通高等学校:本科院校:大学,05,医药院校,是,否
10027,北京师范大学,11,北京市,11,普通高等学校:本科院校:大学,06,师范院校,是,是
10028,首都师范大学,11,北京市,11,普通高等学校:本科院校:大学,06,师范院校,否,否
10029,首都体育学院,11,北京市,12,普通高等学校:本科院校:学院,10,体育院校,否,否
10030,北京外国语大学,11,北京市,11,普通高等学校:本科院校:大学,07,语言院校,是,否
10031,北京第二外国语学院,11,北京市,12,普通高等学校:本科院校:学院,07,语言院校,否,否
10032,北京语言大学,11,北京市,11,普通高等学校:本科院校:大学,07,语言院校,否,否
10033,中国传媒大学,11,北京市,11,普通高等学校:本科院校:大学,07,语言院校,是,否
10034,中央财经大学,11,北京市,11,普通高等学校:本科院校:大学,08,财经院校,是,否
10036,对外经济贸易大学,11,北京市,11,普通高等学校:本科院校:大学,08,财经院校,是,否
10037,北京物资学院,11,北京市,12,普通高等学校:本科院校:学院,08,财经院校,否,否
10038,首都经济贸易大学,11,北京市,11,普通高等学校:本科院校:大学,08,财经院校,否,否
10040,外交学院,11,北京市,12,普通高等学校:本科院校:学院,07,语言院校,否,否
10041,中国人民公安大学,11,北京市,11,普通高等学校:本科院校:大学,09,政法院校,否,否
10042,国际关系学院,11,北京市,12,普通高等学校:本科院校:学院,09,政法院校,否,否
10043,北京体育大学,11,北京市,11,普通高等学校:本科院校:大学,10,体育院校,是,否
10045,中央音乐学院,11,北京市,12,普通高等学校:本科院校:学院,11,艺术院校,是,否
10046,中国音乐学院,11,北京市,12,普通高等学校:本科院校:学院,11,艺术院校,否,否
10047,中央美术学院,11,北京市,12,普通高等学校:本科院校:学院,11,艺术院校,否,否
10048,中央戏剧学院,11,北京市,12,普通高等学校:本科院校:学院,11,艺术院校,否,否
10049,中国戏曲学院,11,北京市,12,普通高等学校:本科院校:学院,11,艺术院校,否,否
10050,北京电影学院,11,北京市,12,普通高等学校:本科院校:学院,11,艺术院校,否,否
10051,北京舞蹈学院,11,北京市,12,普通高等学校:本科院校:学院,11,艺术院校,否,否
10052,中央民族大学,11,北京市,11,普通高等学校:本科院校:大学,12,民族院校,是,是
10053,中国政法大学,11,北京市,11,普通高等学校:本科院校:大学,09,政法院校,是,否
10054,华北电力大学,11,北京市,11,普通高等学校:本科院校:大学,02,工科院校,是,否
10055,南开大学,12,天津市,11,普通高等学校:本科院校:大学,01,综合院校,是,是
10056,天津大学,12,天津市,11,普通高等学校:本科院校:大学,02,工科院校,是,是
10057,天津科技大学,12,天津市,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10058,天津工业大学,12,天津市,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10059,中国民航大学,12,天津市,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10060,天津理工大学,12,天津市,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10061,天津农学院,12,天津市,12,普通高等学校:本科院校:学院,03,农业院校,否,否
10062,天津医科大学,12,天津市,11,普通高等学校:本科院校:大学,05,医药院校,是,否
10063,天津中医药大学,12,天津市,11,普通高等学校:本科院校:大学,05,医药院校,否,否
10065,天津师范大学,12,天津市,11,普通高等学校:本科院校:大学,06,师范院校,否,否
10066,天津职业技术师范大学,12,天津市,11,普通高等学校:本科院校:大学,06,师范院校,否,否
10068,天津外国语大学,12,天津市,11,普通高等学校:本科院校:大学,07,语言院校,否,否
10069,天津商业大学,12,天津市,11,普通高等学校:本科院校:大学,08,财经院校,否,否
10070,天津财经大学,12,天津市,11,普通高等学校:本科院校:大学,08,财经院校,否,否
10071,天津体育学院,12,天津市,12,普通高等学校:本科院校:学院,10,体育院校,否,否
10072,天津音乐学院,12,天津市,12,普通高等学校:本科院校:学院,11,艺术院校,否,否
10073,天津美术学院,12,天津市,12,普通高等学校:本科院校:学院,11,艺术院校,否,否
10075,河北大学,13,河北省,11,普通高等学校:本科院校:大学,01,综合院校,否,否
10076,河北工程大学,13,河北省,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10077,河北地质大学,13,河北省,11,普通高等学校:本科院校:大学,08,财经院校,否,否
10078,华北水利水电大学,41,河南省,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10079,华北电力大学(保定),13,河北省,11,普通高等学校:本科院校:大学,02,工科院校,是,否
10080,河北工业大学,13,河北省,11,普通高等学校:本科院校:大学,02,工科院校,是,否
10081,华北理工大学,13,河北省,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10082,河北科技大学,13,河北省,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10084,河北建筑工程学院,13,河北省,12,普通高等学校:本科院校:学院,02,工科院校,否,否
10085,河北水利电力学院,13,河北省,12,普通高等学校:本科院校:学院,02,工科院校,否,否
10086,河北农业大学,13,河北省,11,普通高等学校:本科院校:大学,03,农业院校,否,否
10089,河北医科大学,13,河北省,11,普通高等学校:本科院校:大学,05,医药院校,否,否
10092,河北北方学院,13,河北省,12,普通高等学校:本科院校:学院,05,医药院校,否,否
10093,承德医学院,13,河北省,12,普通高等学校:本科院校:学院,05,医药院校,否,否
10094,河北师范大学,13,河北省,11,普通高等学校:本科院校:大学,06,师范院校,否,否
10096,保定学院,13,河北省,12,普通高等学校:本科院校:学院,06,师范院校,否,否
10098,河北民族师范学院,13,河北省,12,普通高等学校:本科院校:学院,06,师范院校,否,否
10099,唐山师范学院,13,河北省,12,普通高等学校:本科院校:学院,06,师范院校,否,否
10100,廊坊师范学院,13,河北省,12,普通高等学校:本科院校:学院,06,师范院校,否,否
10101,衡水学院,13,河北省,12,普通高等学校:本科院校:学院,06,师范院校,否,否
10102,石家庄学院,13,河北省,12,普通高等学校:本科院校:学院,06,师范院校,否,否
10103,邯郸学院,13,河北省,12,普通高等学校:本科院校:学院,06,师范院校,否,否
10104,邢台学院,13,河北省,12,普通高等学校:本科院校:学院,06,师范院校,否,否
10105,沧州师范学院,13,河北省,12,普通高等学校:本科院校:学院,06,师范院校,否,否
10107,石家庄铁道大学,13,河北省,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10108,山西大学,14,山西省,11,普通高等学校:本科院校:大学,01,综合院校,否,否
10109,太原科技大学,14,山西省,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10110,中北大学,14,山西省,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10112,太原理工大学,14,山西省,11,普通高等学校:本科院校:大学,02,工科院校,是,否
10113,山西农业大学,14,山西省,11,普通高等学校:本科院校:大学,03,农业院校,否,否
10114,山西医科大学,14,山西省,11,普通高等学校:本科院校:大学,05,医药院校,否,否
10117,长治医学院,14,山西省,12,普通高等学校:本科院校:学院,05,医药院校,否,否
10118,山西师范大学,14,山西省,11,普通高等学校:本科院校:大学,06,师范院校,否,否
10119,太原师范学院,14,山西省,12,普通高等学校:本科院校:学院,06,师范院校,否,否
10120,山西大同大学,14,山西省,11,普通高等学校:本科院校:大学,01,综合院校,否,否
10121,晋中学院,14,山西省,12,普通高等学校:本科院校:学院,06,师范院校,否,否
10122,长治学院,14,山西省,12,普通高等学校:本科院校:学院,06,师范院校,否,否
10123,运城学院,14,山西省,12,普通高等学校:本科院校:学院,06,师范院校,否,否
10124,忻州师范学院,14,山西省,12,普通高等学校:本科院校:学院,06,师范院校,否,否
10125,山西财经大学,14,山西省,11,普通高等学校:本科院校:大学,08,财经院校,否,否
10126,内蒙古大学,15,内蒙古自治区,11,普通高等学校:本科院校:大学,01,综合院校,是,否
10127,内蒙古科技大学,15,内蒙古自治区,11,普通高等学校:本科院校:大学,01,综合院校,否,否
10128,内蒙古工业大学,15,内蒙古自治区,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10129,内蒙古农业大学,15,内蒙古自治区,11,普通高等学校:本科院校:大学,03,农业院校,否,否
10132,内蒙古医科大学,15,内蒙古自治区,11,普通高等学校:本科院校:大学,05,医药院校,否,否
10135,内蒙古师范大学,15,内蒙古自治区,11,普通高等学校:本科院校:大学,06,师范院校,否,否
10136,内蒙古民族大学,15,内蒙古自治区,11,普通高等学校:本科院校:大学,01,综合院校,否,否
10138,赤峰学院,15,内蒙古自治区,12,普通高等学校:本科院校:学院,01,综合院校,否,否
10139,内蒙古财经大学,15,内蒙古自治区,11,普通高等学校:本科院校:大学,08,财经院校,否,否
10140,辽宁大学,21,辽宁省,11,普通高等学校:本科院校:大学,01,综合院校,是,否
10141,大连理工大学,21,辽宁省,11,普通高等学校:本科院校:大学,02,工科院校,是,是
10142,沈阳工业大学,21,辽宁省,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10143,沈阳航空航天大学,21,辽宁省,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10144,沈阳理工大学,21,辽宁省,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10145,东北大学,21,辽宁省,11,普通高等学校:本科院校:大学,02,工科院校,是,是
10146,辽宁科技大学,21,辽宁省,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10147,辽宁工程技术大学,21,辽宁省,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10148,辽宁石油化工大学,21,辽宁省,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10149,沈阳化工大学,21,辽宁省,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10150,大连交通大学,21,辽宁省,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10151,大连海事大学,21,辽宁省,11,普通高等学校:本科院校:大学,02,工科院校,是,否
10152,大连工业大学,21,辽宁省,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10153,沈阳建筑大学,21,辽宁省,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10154,辽宁工业大学,21,辽宁省,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10157,沈阳农业大学,21,辽宁省,11,普通高等学校:本科院校:大学,03,农业院校,否,否
10158,大连海洋大学,21,辽宁省,11,普通高等学校:本科院校:大学,03,农业院校,否,否
10159,中国医科大学,21,辽宁省,11,普通高等学校:本科院校:大学,05,医药院校,否,否
10160,锦州医科大学,21,辽宁省,11,普通高等学校:本科院校:大学,05,医药院校,否,否
10161,大连医科大学,21,辽宁省,11,普通高等学校:本科院校:大学,05,医药院校,否,否
10162,辽宁中医药大学,21,辽宁省,11,普通高等学校:本科院校:大学,05,医药院校,否,否
10163,沈阳药科大学,21,辽宁省,11,普通高等学校:本科院校:大学,05,医药院校,否,否
10164,沈阳医学院,21,辽宁省,12,普通高等学校:本科院校:学院,05,医药院校,否,否
10165,辽宁师范大学,21,辽宁省,11,普通高等学校:本科院校:大学,06,师范院校,否,否
10166,沈阳师范大学,21,辽宁省,11,普通高等学校:本科院校:大学,06,师范院校,否,否
10167,渤海大学,21,辽宁省,11,普通高等学校:本科院校:大学,01,综合院校,否,否
10169,鞍山师范学院,21,辽宁省,12,普通高等学校:本科院校:学院,06,师范院校,否,否
10171,朝阳师范高等专科学校,21,辽宁省,13,普通高等学校:专科院校:高等专科学校,06,师范院校,否,否
10172,大连外国语大学,21,辽宁省,11,普通高等学校:本科院校:大学,07,语言院校,否,否
10173,东北财经大学,21,辽宁省,11,普通高等学校:本科院校:大学,08,财经院校,否,否
10175,中国刑事警察学院,21,辽宁省,12,普通高等学校:本科院校:学院,09,政法院校,否,否
10176,沈阳体育学院,21,辽宁省,12,普通高等学校:本科院校:学院,10,体育院校,否,否
10177,沈阳音乐学院,21,辽宁省,12,普通高等学校:本科院校:学院,11,艺术院校,否,否
10178,鲁迅美术学院,21,辽宁省,12,普通高等学校:本科院校:学院,11,艺术院校,否,否
10179,抚顺师范高等专科学校,21,辽宁省,13,普通高等学校:专科院校:高等专科学校,06,师范院校,否,否
10180,锦州师范高等专科学校,21,辽宁省,13,普通高等学校:专科院校:高等专科学校,06,师范院校,否,否
10181,营口职业技术学院,21,辽宁省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
10182,铁岭师范高等专科学校,21,辽宁省,13,普通高等学校:专科院校:高等专科学校,06,师范院校,否,否
10183,吉林大学,22,吉林省,11,普通高等学校:本科院校:大学,01,综合院校,是,是
10184,延边大学,22,吉林省,11,普通高等学校:本科院校:大学,01,综合院校,是,否
10186,长春理工大学,22,吉林省,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10188,东北电力大学,22,吉林省,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10190,长春工业大学,22,吉林省,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10191,吉林建筑大学,22,吉林省,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10192,吉林化工学院,22,吉林省,12,普通高等学校:本科院校:学院,02,工科院校,否,否
10193,吉林农业大学,22,吉林省,11,普通高等学校:本科院校:大学,03,农业院校,否,否
10199,长春中医药大学,22,吉林省,11,普通高等学校:本科院校:大学,05,医药院校,否,否
10200,东北师范大学,22,吉林省,11,普通高等学校:本科院校:大学,06,师范院校,是,否
10201,北华大学,22,吉林省,11,普通高等学校:本科院校:大学,01,综合院校,否,否
10202,通化师范学院,22,吉林省,12,普通高等学校:本科院校:学院,06,师范院校,否,否
10203,吉林师范大学,22,吉林省,11,普通高等学校:本科院校:大学,06,师范院校,否,否
10204,吉林工程技术师范学院,22,吉林省,12,普通高等学校:本科院校:学院,06,师范院校,否,否
10205,长春师范大学,22,吉林省,11,普通高等学校:本科院校:大学,06,师范院校,否,否
10206,白城师范学院,22,吉林省,12,普通高等学校:本科院校:学院,06,师范院校,否,否
10207,吉林财经大学,22,吉林省,11,普通高等学校:本科院校:大学,08,财经院校,否,否
10208,吉林体育学院,22,吉林省,12,普通高等学校:本科院校:学院,10,体育院校,否,否
10209,吉林艺术学院,22,吉林省,12,普通高等学校:本科院校:学院,11,艺术院校,否,否
10212,黑龙江大学,23,黑龙江省,11,普通高等学校:本科院校:大学,01,综合院校,否,否
10213,哈尔滨工业大学,23,黑龙江省,11,普通高等学校:本科院校:大学,02,工科院校,是,是
10214,哈尔滨理工大学,23,黑龙江省,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10216,燕山大学,13,河北省,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10217,哈尔滨工程大学,23,黑龙江省,11,普通高等学校:本科院校:大学,02,工科院校,是,否
10219,黑龙江科技大学,23,黑龙江省,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10220,东北石油大学,23,黑龙江省,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10222,佳木斯大学,23,黑龙江省,11,普通高等学校:本科院校:大学,01,综合院校,否,否
10223,黑龙江八一农垦大学,23,黑龙江省,11,普通高等学校:本科院校:大学,03,农业院校,否,否
10224,东北农业大学,23,黑龙江省,11,普通高等学校:本科院校:大学,03,农业院校,是,否
10225,东北林业大学,23,黑龙江省,11,普通高等学校:本科院校:大学,04,林业院校,是,否
10226,哈尔滨医科大学,23,黑龙江省,11,普通高等学校:本科院校:大学,05,医药院校,否,否
10228,黑龙江中医药大学,23,黑龙江省,11,普通高等学校:本科院校:大学,05,医药院校,否,否
10229,牡丹江医学院,23,黑龙江省,12,普通高等学校:本科院校:学院,05,医药院校,否,否
10231,哈尔滨师范大学,23,黑龙江省,11,普通高等学校:本科院校:大学,06,师范院校,否,否
10232,齐齐哈尔大学,23,黑龙江省,11,普通高等学校:本科院校:大学,01,综合院校,否,否
10233,牡丹江师范学院,23,黑龙江省,12,普通高等学校:本科院校:学院,06,师范院校,否,否
10234,哈尔滨学院,23,黑龙江省,12,普通高等学校:本科院校:学院,01,综合院校,否,否
10235,大庆师范学院,23,黑龙江省,12,普通高等学校:本科院校:学院,01,综合院校,否,否
10236,绥化学院,23,黑龙江省,12,普通高等学校:本科院校:学院,01,综合院校,否,否
10238,齐齐哈尔高等师范专科学校,23,黑龙江省,13,普通高等学校:专科院校:高等专科学校,06,师范院校,否,否
10240,哈尔滨商业大学,23,黑龙江省,11,普通高等学校:本科院校:大学,08,财经院校,否,否
10242,哈尔滨体育学院,23,黑龙江省,12,普通高等学校:本科院校:学院,10,体育院校,否,否
10245,哈尔滨金融学院,23,黑龙江省,12,普通高等学校:本科院校:学院,08,财经院校,否,否
10246,复旦大学,31,上海市,11,普通高等学校:本科院校:大学,01,综合院校,是,是
10247,同济大学,31,上海市,11,普通高等学校:本科院校:大学,02,工科院校,是,是
10248,上海交通大学,31,上海市,11,普通高等学校:本科院校:大学,01,综合院校,是,是
10251,华东理工大学,31,上海市,11,普通高等学校:本科院校:大学,02,工科院校,是,否
10252,上海理工大学,31,上海市,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10254,上海海事大学,31,上海市,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10255,东华大学,31,上海市,11,普通高等学校:本科院校:大学,02,工科院校,是,否
10256,上海电力学院,31,上海市,12,普通高等学校:本科院校:学院,02,工科院校,否,否
10259,上海应用技术大学,31,上海市,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10262,上海健康医学院,31,上海市,12,普通高等学校:本科院校:学院,05,医药院校,否,否
10264,上海海洋大学,31,上海市,11,普通高等学校:本科院校:大学,03,农业院校,否,否
10268,上海中医药大学,31,上海市,11,普通高等学校:本科院校:大学,05,医药院校,否,否
10269,华东师范大学,31,上海市,11,普通高等学校:本科院校:大学,06,师范院校,是,是
10270,上海师范大学,31,上海市,11,普通高等学校:本科院校:大学,06,师范院校,否,否
10271,上海外国语大学,31,上海市,11,普通高等学校:本科院校:大学,07,语言院校,是,否
10272,上海财经大学,31,上海市,11,普通高等学校:本科院校:大学,08,财经院校,是,否
10273,上海对外经贸大学,31,上海市,11,普通高等学校:本科院校:大学,08,财经院校,否,否
10274,上海海关学院,31,上海市,12,普通高等学校:本科院校:学院,01,综合院校,否,否
10275,上海旅游高等专科学校,31,上海市,13,普通高等学校:专科院校:高等专科学校,08,财经院校,否,否
10276,华东政法大学,31,上海市,11,普通高等学校:本科院校:大学,09,政法院校,否,否
10277,上海体育学院,31,上海市,12,普通高等学校:本科院校:学院,10,体育院校,否,否
10278,上海音乐学院,31,上海市,12,普通高等学校:本科院校:学院,11,艺术院校,否,否
10279,上海戏剧学院,31,上海市,12,普通高等学校:本科院校:学院,11,艺术院校,否,否
10280,上海大学,31,上海市,11,普通高等学校:本科院校:大学,01,综合院校,是,否
10283,上海公安学院,31,上海市,12,普通高等学校:本科院校:学院,09,政法院校,否,否
10284,南京大学,32,江苏省,11,普通高等学校:本科院校:大学,01,综合院校,是,是
10285,苏州大学,32,江苏省,11,普通高等学校:本科院校:大学,01,综合院校,是,否
10286,东南大学,32,江苏省,11,普通高等学校:本科院校:大学,01,综合院校,是,是
10287,南京航空航天大学,32,江苏省,11,普通高等学校:本科院校:大学,02,工科院校,是,否
10288,南京理工大学,32,江苏省,11,普通高等学校:本科院校:大学,02,工科院校,是,否
10289,江苏科技大学,32,江苏省,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10290,中国矿业大学,32,江苏省,11,普通高等学校:本科院校:大学,02,工科院校,是,否
10291,南京工业大学,32,江苏省,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10292,常州大学,32,江苏省,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10293,南京邮电大学,32,江苏省,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10294,河海大学,32,江苏省,11,普通高等学校:本科院校:大学,02,工科院校,是,否
10295,江南大学,32,江苏省,11,普通高等学校:本科院校:大学,01,综合院校,是,否
10298,南京林业大学,32,江苏省,11,普通高等学校:本科院校:大学,04,林业院校,否,否
10299,江苏大学,32,江苏省,11,普通高等学校:本科院校:大学,01,综合院校,否,否
10300,南京信息工程大学,32,江苏省,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10304,南通大学,32,江苏省,11,普通高等学校:本科院校:大学,01,综合院校,否,否
10305,盐城工学院,32,江苏省,12,普通高等学校:本科院校:学院,02,工科院校,否,否
10307,南京农业大学,32,江苏省,11,普通高等学校:本科院校:大学,03,农业院校,是,否
10312,南京医科大学,32,江苏省,11,普通高等学校:本科院校:大学,05,医药院校,否,否
10313,徐州医科大学,32,江苏省,11,普通高等学校:本科院校:大学,05,医药院校,否,否
10315,南京中医药大学,32,江苏省,11,普通高等学校:本科院校:大学,05,医药院校,否,否
10316,中国药科大学,32,江苏省,11,普通高等学校:本科院校:大学,05,医药院校,是,否
10319,南京师范大学,32,江苏省,11,普通高等学校:本科院校:大学,06,师范院校,是,否
10320,江苏师范大学,32,江苏省,11,普通高等学校:本科院校:大学,06,师范院校,否,否
10323,淮阴师范学院,32,江苏省,12,普通高等学校:本科院校:学院,06,师范院校,否,否
10324,盐城师范学院,32,江苏省,12,普通高等学校:本科院校:学院,06,师范院校,否,否
10327,南京财经大学,32,江苏省,11,普通高等学校:本科院校:大学,08,财经院校,否,否
10329,江苏警官学院,32,江苏省,12,普通高等学校:本科院校:学院,09,政法院校,否,否
10330,南京体育学院,32,江苏省,12,普通高等学校:本科院校:学院,10,体育院校,否,否
10331,南京艺术学院,32,江苏省,12,普通高等学校:本科院校:学院,11,艺术院校,否,否
10332,苏州科技大学,32,江苏省,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10333,常熟理工学院,32,江苏省,12,普通高等学校:本科院校:学院,01,综合院校,否,否
10335,浙江大学,33,浙江省,11,普通高等学校:本科院校:大学,01,综合院校,是,是
10336,杭州电子科技大学,33,浙江省,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10337,浙江工业大学,33,浙江省,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10338,浙江理工大学,33,浙江省,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10340,浙江海洋大学,33,浙江省,11,普通高等学校:本科院校:大学,03,农业院校,否,否
10341,浙江农林大学,33,浙江省,11,普通高等学校:本科院校:大学,04,林业院校,否,否
10343,温州医科大学,33,浙江省,11,普通高等学校:本科院校:大学,05,医药院校,否,否
10344,浙江中医药大学,33,浙江省,11,普通高等学校:本科院校:大学,05,医药院校,否,否
10345,浙江师范大学,33,浙江省,11,普通高等学校:本科院校:大学,06,师范院校,否,否
10346,杭州师范大学,33,浙江省,11,普通高等学校:本科院校:大学,06,师范院校,否,否
10347,湖州师范学院,33,浙江省,12,普通高等学校:本科院校:学院,06,师范院校,否,否
10349,绍兴文理学院,33,浙江省,12,普通高等学校:本科院校:学院,06,师范院校,否,否
10350,台州学院,33,浙江省,12,普通高等学校:本科院校:学院,01,综合院校,否,否
10351,温州大学,33,浙江省,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10352,丽水学院,33,浙江省,12,普通高等学校:本科院校:学院,06,师范院校,否,否
10353,浙江工商大学,33,浙江省,11,普通高等学校:本科院校:大学,08,财经院校,否,否
10354,嘉兴学院,33,浙江省,12,普通高等学校:本科院校:学院,08,财经院校,否,否
10355,中国美术学院,33,浙江省,12,普通高等学校:本科院校:学院,11,艺术院校,否,否
10356,中国计量大学,33,浙江省,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10357,安徽大学,34,安徽省,11,普通高等学校:本科院校:大学,01,综合院校,是,否
10358,中国科学技术大学,34,安徽省,11,普通高等学校:本科院校:大学,02,工科院校,是,是
10359,合肥工业大学,34,安徽省,11,普通高等学校:本科院校:大学,02,工科院校,是,否
10360,安徽工业大学,34,安徽省,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10361,安徽理工大学,34,安徽省,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10363,安徽工程大学,34,安徽省,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10364,安徽农业大学,34,安徽省,11,普通高等学校:本科院校:大学,03,农业院校,否,否
10366,安徽医科大学,34,安徽省,11,普通高等学校:本科院校:大学,05,医药院校,否,否
10367,蚌埠医学院,34,安徽省,12,普通高等学校:本科院校:学院,05,医药院校,否,否
10368,皖南医学院,34,安徽省,12,普通高等学校:本科院校:学院,05,医药院校,否,否
10369,安徽中医药大学,34,安徽省,11,普通高等学校:本科院校:大学,05,医药院校,否,否
10370,安徽师范大学,34,安徽省,11,普通高等学校:本科院校:大学,06,师范院校,否,否
10371,阜阳师范学院,34,安徽省,12,普通高等学校:本科院校:学院,06,师范院校,否,否
10372,安庆师范大学,34,安徽省,11,普通高等学校:本科院校:大学,06,师范院校,否,否
10373,淮北师范大学,34,安徽省,11,普通高等学校:本科院校:大学,06,师范院校,否,否
10375,黄山学院,34,安徽省,12,普通高等学校:本科院校:学院,06,师范院校,否,否
10376,皖西学院,34,安徽省,12,普通高等学校:本科院校:学院,06,师范院校,否,否
10377,滁州学院,34,安徽省,12,普通高等学校:本科院校:学院,06,师范院校,否,否
10378,安徽财经大学,34,安徽省,11,普通高等学校:本科院校:大学,08,财经院校,否,否
10379,宿州学院,34,安徽省,12,普通高等学校:本科院校:学院,06,师范院校,否,否
10380,巢湖学院,34,安徽省,12,普通高等学校:本科院校:学院,06,师范院校,否,否
10381,淮南师范学院,34,安徽省,12,普通高等学校:本科院校:学院,06,师范院校,否,否
10383,铜陵学院,34,安徽省,12,普通高等学校:本科院校:学院,08,财经院校,否,否
10384,厦门大学,35,福建省,11,普通高等学校:本科院校:大学,01,综合院校,是,是
10385,华侨大学,35,福建省,11,普通高等学校:本科院校:大学,01,综合院校,否,否
10386,福州大学,35,福建省,11,普通高等学校:本科院校:大学,02,工科院校,是,否
10388,福建工程学院,35,福建省,12,普通高等学校:本科院校:学院,02,工科院校,否,否
10389,福建农林大学,35,福建省,11,普通高等学校:本科院校:大学,03,农业院校,否,否
10390,集美大学,35,福建省,11,普通高等学校:本科院校:大学,01,综合院校,否,否
10392,福建医科大学,35,福建省,11,普通高等学校:本科院校:大学,05,医药院校,否,否
10393,福建中医药大学,35,福建省,11,普通高等学校:本科院校:大学,05,医药院校,否,否
10394,福建师范大学,35,福建省,11,普通高等学校:本科院校:大学,06,师范院校,否,否
