ID,GJ,SF,SFDM,CS,CSDM,XQ,XQDM,YZBM
1,中华人民共和国,北京市,110000,市辖区,110100,东城区,110101,100010
2,中华人民共和国,北京市,110000,市辖区,110100,西城区,110102,100032
3,中华人民共和国,北京市,110000,市辖区,110100,崇文区,110103,100061
4,中华人民共和国,北京市,110000,市辖区,110100,宣武区,110104,100054
5,中华人民共和国,北京市,110000,市辖区,110100,朝阳区,110105,100011
6,中华人民共和国,北京市,110000,市辖区,110100,丰台区,110106,100071
7,中华人民共和国,北京市,110000,市辖区,110100,石景山区,110107,100071
8,中华人民共和国,北京市,110000,市辖区,110100,海淀区,110108,100091
9,中华人民共和国,北京市,110000,市辖区,110100,门头沟区,110109,102300
10,中华人民共和国,北京市,110000,市辖区,110100,房山区,110111,102488
11,中华人民共和国,北京市,110000,市辖区,110100,通州区,110112,101100
12,中华人民共和国,北京市,110000,市辖区,110100,顺义区,110113,101300
13,中华人民共和国,北京市,110000,市辖区,110100,昌平区,110114,102200
14,中华人民共和国,北京市,110000,市辖区,110100,大兴区,110115,102600
15,中华人民共和国,北京市,110000,市辖区,110100,怀柔区,110116,101400
16,中华人民共和国,北京市,110000,市辖区,110100,平谷区,110117,101200
17,中华人民共和国,北京市,110000,市辖县,110200,密云县,110228,101500
18,中华人民共和国,北京市,110000,市辖县,110200,延庆县,110229,102100
19,中华人民共和国,北京市,110000,市辖区,110100,其它区,110230,100000
20,中华人民共和国,天津市,120000,市辖区,120100,和平区,120101,300041
21,中华人民共和国,天津市,120000,市辖区,120100,河东区,120102,300171
22,中华人民共和国,天津市,120000,市辖区,120100,河西区,120103,300202
23,中华人民共和国,天津市,120000,市辖区,120100,南开区,120104,300100
24,中华人民共和国,天津市,120000,市辖区,120100,河北区,120105,300143
25,中华人民共和国,天津市,120000,市辖区,120100,红桥区,120106,300131
26,中华人民共和国,天津市,120000,市辖区,120100,塘沽区,120107,300450
27,中华人民共和国,天津市,120000,市辖区,120100,汉沽区,120108,300480
28,中华人民共和国,天津市,120000,市辖区,120100,大港区,120109,300270
29,中华人民共和国,天津市,120000,市辖区,120100,东丽区,120110,300300
30,中华人民共和国,天津市,120000,市辖区,120100,西青区,120111,300380
31,中华人民共和国,天津市,120000,市辖区,120100,津南区,120112,300350
32,中华人民共和国,天津市,120000,市辖区,120100,北辰区,120113,300400
33,中华人民共和国,天津市,120000,市辖区,120100,武清区,120114,301700
34,中华人民共和国,天津市,120000,市辖区,120100,宝坻区,120115,301800
35,中华人民共和国,天津市,120000,市辖区,120100,滨海新区,120116,300457
36,中华人民共和国,天津市,120000,市辖县,120200,宁河县,120221,301500
37,中华人民共和国,天津市,120000,市辖县,120200,静海县,120223,301600
38,中华人民共和国,天津市,120000,市辖县,120200,蓟县,120225,301900
39,中华人民共和国,天津市,120000,市辖区,120100,其它区,120226,300000
40,中华人民共和国,河北省,130000,石家庄市,130100,长安区,130102,050011
41,中华人民共和国,河北省,130000,石家庄市,130100,桥东区,130103,050011
42,中华人民共和国,河北省,130000,石家庄市,130100,桥西区,130104,050051
43,中华人民共和国,河北省,130000,石家庄市,130100,新华区,130105,050051
44,中华人民共和国,河北省,130000,石家庄市,130100,井陉矿区,130107,050100
45,中华人民共和国,河北省,130000,石家庄市,130100,裕华区,130108,050081
46,中华人民共和国,河北省,130000,石家庄市,130100,井陉县,130121,050300
47,中华人民共和国,河北省,130000,石家庄市,130100,正定县,130123,050800
48,中华人民共和国,河北省,130000,石家庄市,130100,栾城县,130124,051430
49,中华人民共和国,河北省,130000,石家庄市,130100,行唐县,130125,050600
50,中华人民共和国,河北省,130000,石家庄市,130100,灵寿县,130126,050500
51,中华人民共和国,河北省,130000,石家庄市,130100,高邑县,130127,051330
52,中华人民共和国,河北省,130000,石家庄市,130100,深泽县,130128,052560
53,中华人民共和国,河北省,130000,石家庄市,130100,赞皇县,130129,051230
54,中华人民共和国,河北省,130000,石家庄市,130100,无极县,130130,052460
55,中华人民共和国,河北省,130000,石家庄市,130100,平山县,130131,050400
56,中华人民共和国,河北省,130000,石家庄市,130100,元氏县,130132,051130
57,中华人民共和国,河北省,130000,石家庄市,130100,赵县,130133,051530
58,中华人民共和国,河北省,130000,石家庄市,130100,辛集市,130181,052360
59,中华人民共和国,河北省,130000,石家庄市,130100,藁城市,130182,052160
60,中华人民共和国,河北省,130000,石家庄市,130100,晋州市,130183,052260
61,中华人民共和国,河北省,130000,石家庄市,130100,新乐市,130184,050700
62,中华人民共和国,河北省,130000,石家庄市,130100,鹿泉市,130185,050200
63,中华人民共和国,河北省,130000,石家庄市,130100,其它区,130186,050000
64,中华人民共和国,河北省,130000,唐山市,130200,路南区,130202,063017
65,中华人民共和国,河北省,130000,唐山市,130200,路北区,130203,063015
66,中华人民共和国,河北省,130000,唐山市,130200,古冶区,130204,063104
67,中华人民共和国,河北省,130000,唐山市,130200,开平区,130205,063021
68,中华人民共和国,河北省,130000,唐山市,130200,丰南区,130207,063300
69,中华人民共和国,河北省,130000,唐山市,130200,丰润区,130208,064000
70,中华人民共和国,河北省,130000,唐山市,130200,滦县,130223,063700
71,中华人民共和国,河北省,130000,唐山市,130200,滦南县,130224,063500
72,中华人民共和国,河北省,130000,唐山市,130200,乐亭县,130225,063600
73,中华人民共和国,河北省,130000,唐山市,130200,迁西县,130227,064300
74,中华人民共和国,河北省,130000,唐山市,130200,玉田县,130229,064100
75,中华人民共和国,河北省,130000,唐山市,130200,唐海县,130230,063200
76,中华人民共和国,河北省,130000,唐山市,130200,遵化市,130281,064200
77,中华人民共和国,河北省,130000,唐山市,130200,迁安市,130283,064400
78,中华人民共和国,河北省,130000,唐山市,130200,其它区,130284,063000
79,中华人民共和国,河北省,130000,秦皇岛市,130300,海港区,130302,066000
80,中华人民共和国,河北省,130000,秦皇岛市,130300,山海关区,130303,066200
81,中华人民共和国,河北省,130000,秦皇岛市,130300,北戴河区,130304,066100
82,中华人民共和国,河北省,130000,秦皇岛市,130300,青龙满族自治县,130321,066500
83,中华人民共和国,河北省,130000,秦皇岛市,130300,昌黎县,130322,066600
84,中华人民共和国,河北省,130000,秦皇岛市,130300,抚宁县,130323,066300
85,中华人民共和国,河北省,130000,秦皇岛市,130300,卢龙县,130324,066400
86,中华人民共和国,河北省,130000,秦皇岛市,130300,其它区,130398,066000
87,中华人民共和国,河北省,130000,秦皇岛市,130300,经济技术开发区,130399,066000
88,中华人民共和国,河北省,130000,邯郸市,130400,邯山区,130402,056001
89,中华人民共和国,河北省,130000,邯郸市,130400,丛台区,130403,056004
90,中华人民共和国,河北省,130000,邯郸市,130400,复兴区,130404,056003
91,中华人民共和国,河北省,130000,邯郸市,130400,峰峰矿区,130406,056200
92,中华人民共和国,河北省,130000,邯郸市,130400,邯郸县,130421,056105
93,中华人民共和国,河北省,130000,邯郸市,130400,临漳县,130423,056600
94,中华人民共和国,河北省,130000,邯郸市,130400,成安县,130424,056700
95,中华人民共和国,河北省,130000,邯郸市,130400,大名县,130425,056900
96,中华人民共和国,河北省,130000,邯郸市,130400,涉县,130426,056400
97,中华人民共和国,河北省,130000,邯郸市,130400,磁县,130427,056500
98,中华人民共和国,河北省,130000,邯郸市,130400,肥乡县,130428,057550
99,中华人民共和国,河北省,130000,邯郸市,130400,永年县,130429,057150
100,中华人民共和国,河北省,130000,邯郸市,130400,邱县,130430,057450
101,中华人民共和国,河北省,130000,邯郸市,130400,鸡泽县,130431,057350
102,中华人民共和国,河北省,130000,邯郸市,130400,广平县,130432,057650
103,中华人民共和国,河北省,130000,邯郸市,130400,馆陶县,130433,057750
104,中华人民共和国,河北省,130000,邯郸市,130400,魏县,130434,056800
105,中华人民共和国,河北省,130000,邯郸市,130400,曲周县,130435,057250
106,中华人民共和国,河北省,130000,邯郸市,130400,武安市,130481,056300
107,中华人民共和国,河北省,130000,邯郸市,130400,其它区,130482,056000
108,中华人民共和国,河北省,130000,邢台市,130500,桥东区,130502,054001
109,中华人民共和国,河北省,130000,邢台市,130500,桥西区,130503,054000
110,中华人民共和国,河北省,130000,邢台市,130500,邢台县,130521,054001
111,中华人民共和国,河北省,130000,邢台市,130500,临城县,130522,054300
112,中华人民共和国,河北省,130000,邢台市,130500,内丘县,130523,054200
113,中华人民共和国,河北省,130000,邢台市,130500,柏乡县,130524,055450
114,中华人民共和国,河北省,130000,邢台市,130500,隆尧县,130525,055350
115,中华人民共和国,河北省,130000,邢台市,130500,任县,130526,055150
116,中华人民共和国,河北省,130000,邢台市,130500,南和县,130527,054400
117,中华人民共和国,河北省,130000,邢台市,130500,宁晋县,130528,055550
118,中华人民共和国,河北省,130000,邢台市,130500,巨鹿县,130529,055250
119,中华人民共和国,河北省,130000,邢台市,130500,新河县,130530,055650
120,中华人民共和国,河北省,130000,邢台市,130500,广宗县,130531,054600
121,中华人民共和国,河北省,130000,邢台市,130500,平乡县,130532,054500
122,中华人民共和国,河北省,130000,邢台市,130500,威县,130533,054700
123,中华人民共和国,河北省,130000,邢台市,130500,清河县,130534,054800
124,中华人民共和国,河北省,130000,邢台市,130500,临西县,130535,054900
125,中华人民共和国,河北省,130000,邢台市,130500,南宫市,130581,055750
126,中华人民共和国,河北省,130000,邢台市,130500,沙河市,130582,054100
127,中华人民共和国,河北省,130000,邢台市,130500,其它区,130583,054000
128,中华人民共和国,河北省,130000,保定市,130600,新市区,130602,071052
129,中华人民共和国,河北省,130000,保定市,130600,北市区,130603,071000
130,中华人民共和国,河北省,130000,保定市,130600,南市区,130604,071000
131,中华人民共和国,河北省,130000,保定市,130600,满城县,130621,072150
132,中华人民共和国,河北省,130000,保定市,130600,清苑县,130622,071100
133,中华人民共和国,河北省,130000,保定市,130600,涞水县,130623,074100
134,中华人民共和国,河北省,130000,保定市,130600,阜平县,130624,073200
135,中华人民共和国,河北省,130000,保定市,130600,徐水县,130625,072550
136,中华人民共和国,河北省,130000,保定市,130600,定兴县,130626,072650
137,中华人民共和国,河北省,130000,保定市,130600,唐县,130627,072350
138,中华人民共和国,河北省,130000,保定市,130600,高阳县,130628,071500
139,中华人民共和国,河北省,130000,保定市,130600,容城县,130629,071700
140,中华人民共和国,河北省,130000,保定市,130600,涞源县,130630,074300
141,中华人民共和国,河北省,130000,保定市,130600,望都县,130631,072450
142,中华人民共和国,河北省,130000,保定市,130600,安新县,130632,071600
143,中华人民共和国,河北省,130000,保定市,130600,易县,130633,074200
144,中华人民共和国,河北省,130000,保定市,130600,曲阳县,130634,073100
145,中华人民共和国,河北省,130000,保定市,130600,蠡县,130635,071400
146,中华人民共和国,河北省,130000,保定市,130600,顺平县,130636,072250
147,中华人民共和国,河北省,130000,保定市,130600,博野县,130637,071300
148,中华人民共和国,河北省,130000,保定市,130600,雄县,130638,071800
149,中华人民共和国,河北省,130000,保定市,130600,涿州市,130681,072750
150,中华人民共和国,河北省,130000,保定市,130600,定州市,130682,073000
151,中华人民共和国,河北省,130000,保定市,130600,安国市,130683,071200
152,中华人民共和国,河北省,130000,保定市,130600,高碑店市,130684,074000
153,中华人民共和国,河北省,130000,保定市,130600,高开区,130698,071000
154,中华人民共和国,河北省,130000,保定市,130600,其它区,130699,071000
155,中华人民共和国,河北省,130000,张家口市,130700,桥东区,130702,075000
156,中华人民共和国,河北省,130000,张家口市,130700,桥西区,130703,075061
157,中华人民共和国,河北省,130000,张家口市,130700,宣化区,130705,075100
158,中华人民共和国,河北省,130000,张家口市,130700,下花园区,130706,075300
159,中华人民共和国,河北省,130000,张家口市,130700,宣化县,130721,075100
160,中华人民共和国,河北省,130000,张家口市,130700,张北县,130722,076450
161,中华人民共和国,河北省,130000,张家口市,130700,康保县,130723,076650
162,中华人民共和国,河北省,130000,张家口市,130700,沽源县,130724,076550
163,中华人民共和国,河北省,130000,张家口市,130700,尚义县,130725,076750
164,中华人民共和国,河北省,130000,张家口市,130700,蔚县,130726,075700
165,中华人民共和国,河北省,130000,张家口市,130700,阳原县,130727,075800
166,中华人民共和国,河北省,130000,张家口市,130700,怀安县,130728,076150
167,中华人民共和国,河北省,130000,张家口市,130700,万全县,130729,076250
168,中华人民共和国,河北省,130000,张家口市,130700,怀来县,130730,075400
169,中华人民共和国,河北省,130000,张家口市,130700,涿鹿县,130731,075600
170,中华人民共和国,河北省,130000,张家口市,130700,赤城县,130732,075500
171,中华人民共和国,河北省,130000,张家口市,130700,崇礼县,130733,076350
172,中华人民共和国,河北省,130000,张家口市,130700,其它区,130734,075000
173,中华人民共和国,河北省,130000,承德市,130800,双桥区,130802,067000
174,中华人民共和国,河北省,130000,承德市,130800,双滦区,130803,067000
175,中华人民共和国,河北省,130000,承德市,130800,鹰手营子矿区,130804,067000
176,中华人民共和国,河北省,130000,承德市,130800,承德县,130821,067400
177,中华人民共和国,河北省,130000,承德市,130800,兴隆县,130822,067300
178,中华人民共和国,河北省,130000,承德市,130800,平泉县,130823,067500
179,中华人民共和国,河北省,130000,承德市,130800,滦平县,130824,068250
180,中华人民共和国,河北省,130000,承德市,130800,隆化县,130825,068150
181,中华人民共和国,河北省,130000,承德市,130800,丰宁满族自治县,130826,068350
182,中华人民共和国,河北省,130000,承德市,130800,宽城满族自治县,130827,067600
183,中华人民共和国,河北省,130000,承德市,130800,围场满族蒙古族自治县,130828,068450
184,中华人民共和国,河北省,130000,承德市,130800,其它区,130829,067000
185,中华人民共和国,河北省,130000,沧州市,130900,新华区,130902,061000
186,中华人民共和国,河北省,130000,沧州市,130900,运河区,130903,061000
187,中华人民共和国,河北省,130000,沧州市,130900,沧县,130921,061035
188,中华人民共和国,河北省,130000,沧州市,130900,青县,130922,062650
189,中华人民共和国,河北省,130000,沧州市,130900,东光县,130923,061600
190,中华人民共和国,河北省,130000,沧州市,130900,海兴县,130924,061200
191,中华人民共和国,河北省,130000,沧州市,130900,盐山县,130925,061300
192,中华人民共和国,河北省,130000,沧州市,130900,肃宁县,130926,062350
193,中华人民共和国,河北省,130000,沧州市,130900,南皮县,130927,061500
194,中华人民共和国,河北省,130000,沧州市,130900,吴桥县,130928,061800
195,中华人民共和国,河北省,130000,沧州市,130900,献县,130929,062250
196,中华人民共和国,河北省,130000,沧州市,130900,孟村回族自治县,130930,061400
197,中华人民共和国,河北省,130000,沧州市,130900,泊头市,130981,062150
198,中华人民共和国,河北省,130000,沧州市,130900,任丘市,130982,062550
199,中华人民共和国,河北省,130000,沧州市,130900,黄骅市,130983,061100
200,中华人民共和国,河北省,130000,沧州市,130900,河间市,130984,062450
201,中华人民共和国,河北省,130000,沧州市,130900,其它区,130985,061000
202,中华人民共和国,河北省,130000,廊坊市,131000,安次区,131002,065000
203,中华人民共和国,河北省,130000,廊坊市,131000,广阳区,131003,065000
204,中华人民共和国,河北省,130000,廊坊市,131000,固安县,131022,065500
205,中华人民共和国,河北省,130000,廊坊市,131000,永清县,131023,065600
206,中华人民共和国,河北省,130000,廊坊市,131000,香河县,131024,065400
207,中华人民共和国,河北省,130000,廊坊市,131000,大城县,131025,065900
208,中华人民共和国,河北省,130000,廊坊市,131000,文安县,131026,065800
209,中华人民共和国,河北省,130000,廊坊市,131000,大厂回族自治县,131028,065300
210,中华人民共和国,河北省,130000,廊坊市,131000,开发区,131051,065000
211,中华人民共和国,河北省,130000,廊坊市,131000,燕郊经济技术开发区,131052,065000
212,中华人民共和国,河北省,130000,廊坊市,131000,霸州市,131081,065700
213,中华人民共和国,河北省,130000,廊坊市,131000,三河市,131082,065200
214,中华人民共和国,河北省,130000,廊坊市,131000,其它区,131083,065000
215,中华人民共和国,河北省,130000,衡水市,131100,桃城区,131102,053000
216,中华人民共和国,河北省,130000,衡水市,131100,枣强县,131121,053100
217,中华人民共和国,河北省,130000,衡水市,131100,武邑县,131122,053400
218,中华人民共和国,河北省,130000,衡水市,131100,武强县,131123,053300
219,中华人民共和国,河北省,130000,衡水市,131100,饶阳县,131124,053900
220,中华人民共和国,河北省,130000,衡水市,131100,安平县,131125,053600
221,中华人民共和国,河北省,130000,衡水市,131100,故城县,131126,053800
222,中华人民共和国,河北省,130000,衡水市,131100,景县,131127,053500
223,中华人民共和国,河北省,130000,衡水市,131100,阜城县,131128,053700
224,中华人民共和国,河北省,130000,衡水市,131100,冀州市,131181,053200
225,中华人民共和国,河北省,130000,衡水市,131100,深州市,131182,053800
226,中华人民共和国,河北省,130000,衡水市,131100,其它区,131183,053000
227,中华人民共和国,山西省,140000,太原市,140100,小店区,140105,030032
228,中华人民共和国,山西省,140000,太原市,140100,迎泽区,140106,030024
229,中华人民共和国,山西省,140000,太原市,140100,杏花岭区,140107,030001
230,中华人民共和国,山西省,140000,太原市,140100,尖草坪区,140108,030003
231,中华人民共和国,山西省,140000,太原市,140100,万柏林区,140109,030027
232,中华人民共和国,山西省,140000,太原市,140100,晋源区,140110,030025
233,中华人民共和国,山西省,140000,太原市,140100,清徐县,140121,030400
234,中华人民共和国,山西省,140000,太原市,140100,阳曲县,140122,030100
235,中华人民共和国,山西省,140000,太原市,140100,娄烦县,140123,030300
236,中华人民共和国,山西省,140000,太原市,140100,古交市,140181,030200
237,中华人民共和国,山西省,140000,太原市,140100,其它区,140182,030000
238,中华人民共和国,山西省,140000,大同市,140200,城区,140202,037008
239,中华人民共和国,山西省,140000,大同市,140200,矿区,140203,037001
240,中华人民共和国,山西省,140000,大同市,140200,南郊区,140211,037001
241,中华人民共和国,山西省,140000,大同市,140200,新荣区,140212,037002
242,中华人民共和国,山西省,140000,大同市,140200,阳高县,140221,038100
243,中华人民共和国,山西省,140000,大同市,140200,天镇县,140222,038200
244,中华人民共和国,山西省,140000,大同市,140200,广灵县,140223,037500
245,中华人民共和国,山西省,140000,大同市,140200,灵丘县,140224,034400
246,中华人民共和国,山西省,140000,大同市,140200,浑源县,140225,037400
247,中华人民共和国,山西省,140000,大同市,140200,左云县,140226,037100
248,中华人民共和国,山西省,140000,大同市,140200,大同县,140227,037300
249,中华人民共和国,山西省,140000,大同市,140200,其它区,140228,037000
250,中华人民共和国,山西省,140000,阳泉市,140300,城区,140302,045000
251,中华人民共和国,山西省,140000,阳泉市,140300,矿区,140303,045000
252,中华人民共和国,山西省,140000,阳泉市,140300,郊区,140311,045011
253,中华人民共和国,山西省,140000,阳泉市,140300,平定县,140321,045200
254,中华人民共和国,山西省,140000,阳泉市,140300,盂县,140322,045100
255,中华人民共和国,山西省,140000,阳泉市,140300,其它区,140323,045000
256,中华人民共和国,山西省,140000,长治市,140400,长治县,140421,047100
257,中华人民共和国,山西省,140000,长治市,140400,襄垣县,140423,046200
258,中华人民共和国,山西省,140000,长治市,140400,屯留县,140424,046100
259,中华人民共和国,山西省,140000,长治市,140400,平顺县,140425,047400
260,中华人民共和国,山西省,140000,长治市,140400,黎城县,140426,047600
261,中华人民共和国,山西省,140000,长治市,140400,壶关县,140427,047300
262,中华人民共和国,山西省,140000,长治市,140400,长子县,140428,046600
263,中华人民共和国,山西省,140000,长治市,140400,武乡县,140429,046300
264,中华人民共和国,山西省,140000,长治市,140400,沁县,140430,046400
265,中华人民共和国,山西省,140000,长治市,140400,沁源县,140431,046500
266,中华人民共和国,山西省,140000,长治市,140400,潞城市,140481,047500
267,中华人民共和国,山西省,140000,长治市,140400,城区,140482,046011
268,中华人民共和国,山西省,140000,长治市,140400,郊区,140483,046011
269,中华人民共和国,山西省,140000,长治市,140400,高新区,140484,046000
270,中华人民共和国,山西省,140000,长治市,140400,其它区,140485,046000
271,中华人民共和国,山西省,140000,晋城市,140500,城区,140502,048000
272,中华人民共和国,山西省,140000,晋城市,140500,沁水县,140521,048200
273,中华人民共和国,山西省,140000,晋城市,140500,阳城县,140522,048100
274,中华人民共和国,山西省,140000,晋城市,140500,陵川县,140524,048300
275,中华人民共和国,山西省,140000,晋城市,140500,泽州县,140525,048012
276,中华人民共和国,山西省,140000,晋城市,140500,高平市,140581,048400
277,中华人民共和国,山西省,140000,晋城市,140500,其它区,140582,048000
278,中华人民共和国,山西省,140000,朔州市,140600,朔城区,140602,038500
279,中华人民共和国,山西省,140000,朔州市,140600,平鲁区,140603,038600
280,中华人民共和国,山西省,140000,朔州市,140600,山阴县,140621,036900
281,中华人民共和国,山西省,140000,朔州市,140600,应县,140622,037600
282,中华人民共和国,山西省,140000,朔州市,140600,右玉县,140623,037200
283,中华人民共和国,山西省,140000,朔州市,140600,怀仁县,140624,038300
284,中华人民共和国,山西省,140000,朔州市,140600,其它区,140625,036000
285,中华人民共和国,山西省,140000,晋中市,140700,榆次区,140702,030600
286,中华人民共和国,山西省,140000,晋中市,140700,榆社县,140721,031800
287,中华人民共和国,山西省,140000,晋中市,140700,左权县,140722,032600
288,中华人民共和国,山西省,140000,晋中市,140700,和顺县,140723,032700
289,中华人民共和国,山西省,140000,晋中市,140700,昔阳县,140724,045300
290,中华人民共和国,山西省,140000,晋中市,140700,寿阳县,140725,045400
291,中华人民共和国,山西省,140000,晋中市,140700,太谷县,140726,030800
292,中华人民共和国,山西省,140000,晋中市,140700,祁县,140727,030900
293,中华人民共和国,山西省,140000,晋中市,140700,平遥县,140728,031100
294,中华人民共和国,山西省,140000,晋中市,140700,灵石县,140729,031300
295,中华人民共和国,山西省,140000,晋中市,140700,介休市,140781,032000
296,中华人民共和国,山西省,140000,晋中市,140700,其它区,140782,030600
297,中华人民共和国,山西省,140000,运城市,140800,盐湖区,140802,044300
298,中华人民共和国,山西省,140000,运城市,140800,临猗县,140821,044100
299,中华人民共和国,山西省,140000,运城市,140800,万荣县,140822,044200
300,中华人民共和国,山西省,140000,运城市,140800,闻喜县,140823,043800
301,中华人民共和国,山西省,140000,运城市,140800,稷山县,140824,043200
302,中华人民共和国,山西省,140000,运城市,140800,新绛县,140825,043100
303,中华人民共和国,山西省,140000,运城市,140800,绛县,140826,043600
304,中华人民共和国,山西省,140000,运城市,140800,垣曲县,140827,043700
305,中华人民共和国,山西省,140000,运城市,140800,夏县,140828,044400
306,中华人民共和国,山西省,140000,运城市,140800,平陆县,140829,044300
307,中华人民共和国,山西省,140000,运城市,140800,芮城县,140830,044600
308,中华人民共和国,山西省,140000,运城市,140800,永济市,140881,044500
309,中华人民共和国,山西省,140000,运城市,140800,河津市,140882,043300
310,中华人民共和国,山西省,140000,运城市,140800,其它区,140883,044000
311,中华人民共和国,山西省,140000,忻州市,140900,忻府区,140902,034000
312,中华人民共和国,山西省,140000,忻州市,140900,定襄县,140921,035400
313,中华人民共和国,山西省,140000,忻州市,140900,五台县,140922,035500
314,中华人民共和国,山西省,140000,忻州市,140900,代县,140923,034200
315,中华人民共和国,山西省,140000,忻州市,140900,繁峙县,140924,034300
316,中华人民共和国,山西省,140000,忻州市,140900,宁武县,140925,036700
317,中华人民共和国,山西省,140000,忻州市,140900,静乐县,140926,035100
318,中华人民共和国,山西省,140000,忻州市,140900,神池县,140927,036100
319,中华人民共和国,山西省,140000,忻州市,140900,五寨县,140928,036100
320,中华人民共和国,山西省,140000,忻州市,140900,岢岚县,140929,036300
321,中华人民共和国,山西省,140000,忻州市,140900,河曲县,140930,036500
322,中华人民共和国,山西省,140000,忻州市,140900,保德县,140931,036600
323,中华人民共和国,山西省,140000,忻州市,140900,偏关县,140932,036400
324,中华人民共和国,山西省,140000,忻州市,140900,原平市,140981,034100
325,中华人民共和国,山西省,140000,忻州市,140900,其它区,140982,034000
326,中华人民共和国,山西省,140000,临汾市,141000,尧都区,141002,041000
327,中华人民共和国,山西省,140000,临汾市,141000,曲沃县,141021,043400
328,中华人民共和国,山西省,140000,临汾市,141000,翼城县,141022,043500
329,中华人民共和国,山西省,140000,临汾市,141000,襄汾县,141023,041500
330,中华人民共和国,山西省,140000,临汾市,141000,洪洞县,141024,041600
331,中华人民共和国,山西省,140000,临汾市,141000,古县,141025,042400
332,中华人民共和国,山西省,140000,临汾市,141000,安泽县,141026,042500
333,中华人民共和国,山西省,140000,临汾市,141000,浮山县,141027,042600
334,中华人民共和国,山西省,140000,临汾市,141000,吉县,141028,042200
335,中华人民共和国,山西省,140000,临汾市,141000,乡宁县,141029,042100
336,中华人民共和国,山西省,140000,临汾市,141000,大宁县,141030,042300
337,中华人民共和国,山西省,140000,临汾市,141000,隰县,141031,041300
338,中华人民共和国,山西省,140000,临汾市,141000,永和县,141032,041400
339,中华人民共和国,山西省,140000,临汾市,141000,蒲县,141033,041200
340,中华人民共和国,山西省,140000,临汾市,141000,汾西县,141034,031500
341,中华人民共和国,山西省,140000,临汾市,141000,侯马市,141081,043000
342,中华人民共和国,山西省,140000,临汾市,141000,霍州市,141082,031400
343,中华人民共和国,山西省,140000,临汾市,141000,其它区,141083,041000
344,中华人民共和国,山西省,140000,吕梁市,141100,离石区,141102,033000
345,中华人民共和国,山西省,140000,吕梁市,141100,文水县,141121,032100
346,中华人民共和国,山西省,140000,吕梁市,141100,交城县,141122,030500
347,中华人民共和国,山西省,140000,吕梁市,141100,兴县,141123,033601
348,中华人民共和国,山西省,140000,吕梁市,141100,临县,141124,033200
349,中华人民共和国,山西省,140000,吕梁市,141100,柳林县,141125,033300
350,中华人民共和国,山西省,140000,吕梁市,141100,石楼县,141126,032500
351,中华人民共和国,山西省,140000,吕梁市,141100,岚县,141127,033500
352,中华人民共和国,山西省,140000,吕梁市,141100,方山县,141128,033100
353,中华人民共和国,山西省,140000,吕梁市,141100,中阳县,141129,033400
354,中华人民共和国,山西省,140000,吕梁市,141100,交口县,141130,032400
355,中华人民共和国,山西省,140000,吕梁市,141100,孝义市,141181,032208
356,中华人民共和国,山西省,140000,吕梁市,141100,汾阳市,141182,032200
357,中华人民共和国,山西省,140000,吕梁市,141100,其它区,141183,033000
358,中华人民共和国,内蒙古自治区,150000,呼和浩特市,150100,新城区,150102,010050
359,中华人民共和国,内蒙古自治区,150000,呼和浩特市,150100,回民区,150103,010030
360,中华人民共和国,内蒙古自治区,150000,呼和浩特市,150100,玉泉区,150104,010020
361,中华人民共和国,内蒙古自治区,150000,呼和浩特市,150100,赛罕区,150105,010020
362,中华人民共和国,内蒙古自治区,150000,呼和浩特市,150100,土默特左旗,150121,010100
363,中华人民共和国,内蒙古自治区,150000,呼和浩特市,150100,托克托县,150122,010200
364,中华人民共和国,内蒙古自治区,150000,呼和浩特市,150100,和林格尔县,150123,011500
365,中华人民共和国,内蒙古自治区,150000,呼和浩特市,150100,清水河县,150124,011600
366,中华人民共和国,内蒙古自治区,150000,呼和浩特市,150100,武川县,150125,011700
367,中华人民共和国,内蒙古自治区,150000,呼和浩特市,150100,其它区,150126,010000
368,中华人民共和国,内蒙古自治区,150000,包头市,150200,东河区,150202,014040
369,中华人民共和国,内蒙古自治区,150000,包头市,150200,昆都仑区,150203,014010
370,中华人民共和国,内蒙古自治区,150000,包头市,150200,青山区,150204,014030
371,中华人民共和国,内蒙古自治区,150000,包头市,150200,石拐区,150205,014070
372,中华人民共和国,内蒙古自治区,150000,包头市,150200,白云矿区,150206,014080
373,中华人民共和国,内蒙古自治区,150000,包头市,150200,九原区,150207,014060
374,中华人民共和国,内蒙古自治区,150000,包头市,150200,土默特右旗,150221,014100
375,中华人民共和国,内蒙古自治区,150000,包头市,150200,固阳县,150222,014200
376,中华人民共和国,内蒙古自治区,150000,包头市,150200,达尔罕茂明安联合旗,150223,014500
377,中华人民共和国,内蒙古自治区,150000,包头市,150200,其它区,150224,014000
378,中华人民共和国,内蒙古自治区,150000,乌海市,150300,海勃湾区,150302,016000
379,中华人民共和国,内蒙古自治区,150000,乌海市,150300,海南区,150303,016030
380,中华人民共和国,内蒙古自治区,150000,乌海市,150300,乌达区,150304,016040
381,中华人民共和国,内蒙古自治区,150000,乌海市,150300,其它区,150305,016000
382,中华人民共和国,内蒙古自治区,150000,赤峰市,150400,红山区,150402,024020
383,中华人民共和国,内蒙古自治区,150000,赤峰市,150400,元宝山区,150403,024076
384,中华人民共和国,内蒙古自治区,150000,赤峰市,150400,松山区,150404,024005
